Id,Name
160530,ANTONIO IMBASSAHY
141388,ANTONIO JOSÉ MEDEIROS
74701,ANTONIO PALOCCI
141390,ANTÔNIO ROBERTO
74648,ARACELY DE PAULA
74103,ARIOSTO HOLANDA
73433,ARLINDO CHINAGLIA
74405,ARMANDO ABÍLIO
74472,ARMANDO MONTEIRO
160546,ARMANDO VERGÍLIO
73434,ARNALDO FARIA DE SÁ
141391,ARNALDO JARDIM
160602,ARNALDO JORDY
73993,ARNALDO MADEIRA
141392,ARNALDO VIANNA
74291,ARNON BEZERRA
74833,AROLDE DE OLIVEIRA
160541,ARTHUR LIRA
160600,ARTHUR OLIVEIRA MAIA
160678,ARTUR BRUNO
74222,ASDRUBAL BENTES
159237,ASSIS CARVALHO
74378,ASSIS DO COUTO
160581,ASSIS MELO
,ATHOS AVELINO
74090,ÁTILA LINS
74459,ÁTILA LIRA
160680,AUDIFAX
73655,AUGUSTO CARVALHO
160665,AUGUSTO COUTINHO 
74441,AUGUSTO FARIAS
160512,AUREO
74024,AYRTON XEREZ
74312,B. SÁ
178975,BALEIA ROSSI
141449,BARBOSA NETO
141376,BEL MESQUITA
156634,BENE CAMACHO
73701,BENEDITA DA SILVA
74517,BENEDITO DE LIRA
74040,BENJAMIN MARANHÃO
160554,BERINHO BANTIM
74169,BERNARDO ARISTON
109152,BERNARDO SANTANA DE VASCONCELLOS
74321,BETINHO ROSADO
73478,BETO ALBUQUERQUE
141335,BETO FARO
73437,BETO MANSUR
74373,BIFFI
141513,BILAC PINTO
3155,BISPO GÊ TENUTA
160538,BOHN GASS
74650,BONIFÁCIO DE ANDRADA
141399,BRIZOLA NETO
160589,BRUNA FURLAN
141394,BRUNO ARAÚJO
141393,BRUNO RODRIGUES
168034,CABO JULIANO RABELO
141395,CAMILO COLA
141396,CÂNDIDO VACCAREZZA
152606,CAPITÃO ASSUMÇÃO
160585,CARLAILE PEDROSA
160584,CARLINHOS ALMEIDA
73469,CARLITO MERSS
74285,CARLOS ABICALIL
160318,CARLOS ALBERTO
141397,CARLOS ALBERTO CANUTO
74290,CARLOS ALBERTO LERÉIA
141401,CARLOS BEZERRA
141402,CARLOS BRANDÃO
74474,CARLOS EDUARDO CADOCA
160605,CARLOS MAGNO
74163,CARLOS MANATO
74651,CARLOS MELLES
165583,CARLOS ROBERTO
74262,CARLOS SAMPAIO
74835,CARLOS SANTANA
73934,CARLOS SOUZA
74148,CARLOS WILLIAN
131873,CARLOS WILSON
141398,CARLOS ZARATTINI
164360,CARMEN ZANOTTO
141404,CASSIO TANIGUCHI
74799,CELCITA PINHEIRO
160624,CELIA ROCHA
73568,CELSO JACOB
141405,CELSO MALDANER
73441,CELSO RUSSOMANNO
160664,CESAR COLNAGO
160576,CÉSAR HALUM
74379,CEZAR SILVESTRI
141336,CHARLES LUCENA
146308,CHICO ABREU
74171,CHICO ALENCAR
141439,"CHICO DANGELO"
74000,CHICO DA PRINCESA
158328,CHICO DALTRO
160634,CHICO DAS VERDURAS
141440,CHICO LOPES
160365,CHICO NETO
160580,CIDA BORGHETTI
141501,CIDA DIOGO
141406,CIRO GOMES
74313,CIRO NOGUEIRA
141407,CIRO PEDROSA
74537,CLAUDIO CAJADO
141057,CLAUDIO DIAZ
160557,CLÁUDIO PUTY
141408,CLEBER VERDE
74026,CLÓVIS FECURY
74230,COLBERT MARTINS
74016,COSTA FERREIRA
114586,CRISTIANO
141411,DAGOBERTO
141502,DALVA FIGUEIREDO
74467,DAMIÃO FELICIANO
74060,DANIEL ALMEIDA
159263,DANIEL FONTANA
160528,DANILO CABRAL
62881,DANILO FORTE
160552,DANRLEI DE DEUS HINTERHOLZ
73891,DARCÍSIO PERONDI
73924,DAVI ALCOLUMBRE
141412,DAVI ALVES SILVA JÚNIOR
141413,DÉCIO LIMA
160606,DELEGADO PROTÓGENES
164359,DELEGADO WALDIR
74172,DELEY
174854,DENILSON TEIXEIRA
74264,DEVANIR RIBEIRO
160588,DIEGO ANDRADE
73768,DILCEU SPERAFICO
160599,DIMAS FABIANO
74265,DIMAS RAMALHO
74197,DOMINGOS DUTRA
143632,DOMINGOS NETO
160758,DOMINGOS SÁVIO
141371,DR. ADILSON SOARES
160529,DR. ALUIZIO
118384,DR. CARLOS ALBERTO
170489,DR. DILSON DRUMOND
160514,DR. GRILO
160643,DR. JORGE SILVA
74094,DR. LUIZ FERNANDO
141540,DR. NECHAR
147975,DR. PAULO CÉSAR
73459,DR. ROSINHA
141498,DR. UBIALI
141550,DR.TALMIR
166727,DRA. ELAINE ABISSAMRA
141385,DUARTE NOGUEIRA
161904,DUDIMAR PAXIUBA
177118,DUDU LUIZ EDUARDO
141416,EDGAR MOURY
143253,EDIGAR MÃO BRANCA
73447,EDINHO ARAÚJO
73793,EDINHO BEZ
133375,EDINHO MONTEMOR
141417,EDIO LOPES
73599,EDIR OLIVEIRA
160616,EDIVALDO HOLANDA JUNIOR
160578,EDMAR ARRUDA
74580,EDMAR MOREIRA
139187,EDMILSON VALENTIM
141418,EDSON APARECIDO
74061,EDSON DUARTE
74838,EDSON EZEQUIEL
160618,EDSON PIMENTA
141419,EDSON SANTOS
74106,EDSON SILVA
141420,EDUARDO AMORIM
160647,EDUARDO AZEREDO
74655,EDUARDO BARBOSA
74173,EDUARDO CUNHA
141421,EDUARDO DA FONTE
73945,EDUARDO GOMES
4928,EDUARDO LOPES
74382,EDUARDO SCIARRA
73938,EDUARDO VALVERDE
141422,EFRAIM FILHO
74075,ELCIONE BARBALHO
154919,ELEUSES PAIVA
160532,ELI CORRÊA FILHO
162175,ELIANE ROLIM
141423,ELIENE LIMA
73892,ELISEU PADILHA
141424,ELISMAR PRADO
152609,ELIZEU AGUIAR
74119,EMANUEL FERNANDES
153384,EMILIA FERNANDES
154997,EMILIANO JOSÉ
73893,ENIO BACCI
160575,ERIKA KOKAY
99654,ERIVELTON SANTANA
141425,ERNANDES AMORIM
160640,EROS BIONDINI
160649,ESPERIDIÃO AMIN
141386,EUDES XAVIER
141426,EUGÊNIO RABELO
74454,EUNICIO OLIVEIRA
171621,EURICO JÚNIOR
74099,EURIPEDES MIRANDA
74345,EVANDRO MILHOMEN
141428,FÁBIO FARIA
141427,FÁBIO RAMALHO
171623,FABIO REIS
74062,FÁBIO SOUTO
160587,FÁBIO TRAD
74037,FÁTIMA BEZERRA
74065,FÁTIMA PELAES
141430,FELIPE BORNIER
141429,FELIPE MAIA
74542,FÉLIX MENDONÇA
160666,FÉLIX MENDONÇA JÚNIOR
154734,FERNANDO CHIARELLI
141344,FERNANDO CHUCRE
141431,FERNANDO COELHO FILHO
73471,FERNANDO CORUJA
74063,FERNANDO DE FABINHO
74658,FERNANDO DINIZ
,FERNANDO ESTIMA
74417,FERNANDO FERRO
160646,FERNANDO FRANCISCHINI
74841,FERNANDO GABEIRA
74842,FERNANDO GONÇALVES
163831,FERNANDO JORDÃO
74843,FERNANDO LOPES
73481,FERNANDO MARRONI
141432,FERNANDO MELO
152608,FERNANDO NASCIMENTO
160676,FERNANDO TORRES
141433,FILIPE PEREIRA
160598,FLÁVIA MORAIS
141434,FLAVIANO MELO
159260,FLAVIO ANTUNES
141435,FLÁVIO BEZERRA
141436,FLÁVIO DINO
165675,FRANCISCO ARAÚJO
172029,FRANCISCO CHAGAS
178387,FRANCISCO DE ASSIS
137983,FRANCISCO ESCÓRCIO
160677,FRANCISCO FLORIANO
141438,FRANCISCO PRACIANO
73981,FRANCISCO RODRIGUES
139212,FRANCISCO ROSSI
141467,FRANCISCO TENÓRIO
86634,FREDO JUNIOR
74189,FREIRE JUNIOR
160537,GABRIEL CHALITA
129037,GABRIEL GUIMARÃES
74200,GASTÃO VIEIRA
165429,GEAN LOUREIRO
74544,GEDDEL VIEIRA LIMA
160669,GENECIAS NORONHA
141441,GEORGE HILTON
145895,GERA ARRUDA
155920,GERALDINHO
141442,GERALDO PUDIM
74374,GERALDO RESENDE
74566,GERALDO SIMÕES
74151,GERALDO THADEU
141443,GERMANO BONOW
74076,GERSON PERES
73472,GERVÁSIO SILVA
74383,GIACOBO
74581,GILMAR MACHADO
160673,GIOVANI CHERINI
74077,GIOVANNI QUEIROZ
160562,GIROTO
159265,GISELA SEQUEIRA
74558,GIVALDO CARIMBÃO
141446,GLADSON CAMELI
152605,GLAUBER BRAGA
173802,GOIACIARA CRUZ
74419,GONZAGA PATRIOTA
129618,GORETE PEREIRA
141447,GUILHERME CAMPOS
160667,GUILHERME MUSSI
73460,GUSTAVO FRUET
176120,GUSTAVO PETTA
175737,HELCIO SILVA
74053,HELENO SILVA
160590,HÉLIO SANTOS
73940,HENRIQUE AFONSO
74324,HENRIQUE EDUARDO ALVES
73482,HENRIQUE FONTANA
68731,HENRIQUE OLIVEIRA
73772,HERMES PARCIANELLO
160596,HEULER CRUVINEL
141448,HOMERO PEREIRA
141450,HUGO LEAL
160674,HUGO MOTTA
160974,HUGO NAPOLEÃO
74662,HUMBERTO SOUTO
74780,IARA BERNARDI
133853,IBSEN PINHEIRO
173262,ILÁRIO MARQUES
141451,ILDERLEI CORDEIRO
141389,INDIO DA COSTA
74421,INOCÊNCIO OLIVEIRA
67138,IRACEMA PORTELLA
81232,IRAJÁ ABREU
141468,IRAN BARBOSA
74162,IRINY LOPES
141453,ÍRIS DE ARAÚJO
73461,IRIS SIMÕES
74152,ISAIAS SILVESTRE
159264,ITAMAR ROCHA
73531,IVAN VALENTE
4931,IZALCI
77701,JACKSON BARRETO
73929,JADER BARBALHO
74665,JAIME MARTINS
74847,JAIR BOLSONARO
3151,JAIRO ATAÍDE
74547,JAIRO CARNEIRO
74848,JANDIRA FEGHALI
73926,JANETE CAPIBERIBE
141455,JANETE ROCHA PIETÁ
160675,JÂNIO NATAL
97822,JAQUELINE RORIZ
160672,JEAN WYLLYS
74273,JEFFERSON CAMPOS
160570,JERÔNIMO GOERGEN
74528,JERONIMO REIS
160671,JESUS RODRIGUES
178842,JHC
160531,JHONATAN DE JESUS
141456,JILMAR TATTO
141503,JÔ MORAES
74549,JOÃO ALMEIDA
160574,JOÃO ANANIAS
160573,JOÃO ARRUDA
160317,JOÃO BATISTA
141457,JOÃO BITTAR
74559,JOÃO CALDAS
74366,JOÃO CAMPOS
141458,JOÃO CARLOS BACELAR
73682,JOÃO DADO
,JOÃO FONTES
74781,JOÃO HERRMANN NETO
74550,JOÃO LEÃO
74049,JOÃO LYRA
74120,JOÃO MAGALHÃES
141459,JOÃO MAIA
73873,JOÃO MATOS
141460,JOÃO OLIVEIRA
73534,JOÃO PAULO CUNHA
160549,JOÃO PAULO LIMA
73874,JOÃO PIZZOLATTI
160571,JOÃO RODRIGUES
141461,JOAQUIM BELTRÃO
73658,JOFRAN FREJAT
160548,JONAS DONIZETTE
74563,JORGE ALBERTO
74686,JORGE BITTAR
74388,JORGE BOEIRA
160572,JORGE CÔRTE REAL
74552,JORGE KHOURY
73569,JORGE PINHEIRO
73535,JORGE TADEU MUDALEN
4927,JORGINHO MALULY
160509,JORGINHO MELLO
141464,JOSÉ AIRTON CIRILO
73536,JOSÉ ANÍBAL
160661,JOSÉ AUGUSTO MAIA
154739,JOSÉ C. STANGARLINI
74553,JOSÉ CARLOS ALELUIA
74140,JOSÉ CARLOS ARAÚJO
74055,JOSÉ CARLOS MACHADO
73875,JOSÉ CARLOS VIEIRA
74423,JOSÉ CHAVES
160560,JOSÉ DE FILIPPI
151249,JOSÉ EDMAR
74274,JOSE EDUARDO CARDOZO
141466,JOSÉ FERNANDO APARECIDO DE OLI
73540,JOSÉ GENOÍNO
141470,JOSÉ GUIMARÃES
160396,JOSÉ HUMBERTO
74297,JOSÉ LINHARES
74425,JOSÉ MENDONÇA BEZERRA
74275,JOSÉ MENTOR
160619,JOSÉ NUNES
74395,JOSÉ OTÁVIO GERMANO
141471,JOSÉ PAULO TÓFFANO
74298,JOSÉ PIMENTEL
74079,JOSÉ PRIANTE
71921,JOSÉ ROBERTO DUDÉ
74554,JOSÉ ROCHA
74741,JOSÉ SANTANA VASCONCELLOS
160607,JOSE STÉDILE
4929,JOSEPH BANDEIRA
74141,JOSIAS GOMES
74351,JOSUÉ BENGTSON
73666,JOVAIR ARANTES
141474,JULIÃO AMIN
160519,JÚLIO CAMPOS
74317,JÚLIO CESAR
73586,JÚLIO DELGADO
74253,JULIO LOPES
74783,JULIO SEMEGHINI
160648,JÚNIOR COIMBRA
159058,JUNIOR MARZOLA
160544,JUNJI ABE
74346,JURANDIL JUAREZ
141475,JURANDY LOUREIRO
141476,JUSMARI OLIVEIRA
74570,JUTAHY JUNIOR
141477,JUVENIL
160659,KEIKO OTA
74742,LAEL VARELLA
151208,LAERCIO OLIVEIRA
141478,LAERTE BESSA
141479,LAUREZ MOREIRA
160534,LAURIETE
141480,LÁZARO BOTELHO
141481,LEANDRO SAMPAIO
74367,LEANDRO VILELA
141562,LELO COIMBRA
74455,LÉO ALCÂNTARA
141452,LÉO VIVAS
73716,LEOMAR QUINTANILHA
122195,LEONARDO GADELHA
74156,LEONARDO MONTEIRO
74254,LEONARDO PICCIANI
141482,LEONARDO QUINTÃO
74368,LEONARDO VILELA
160663,LEOPOLDO MEYER
,LIDERANÇA DO PSDB
,LIDERANÇA DO PT
139285,LÍDICE DA MATA
160533,LILIAM SÁ
74585,LINCOLN PORTELA
141483,LINDOMAR GARÇON
141462,LIRA MAIA
74277,LOBBE NETO
160555,LOURIVAL MENDES
141504,LUCENIRA PIMENTEL
73474,LUCI CHOINACKI
81512,LUCIANA COSTA
74397,LUCIANA GENRO
160628,LUCIANA SANTOS
73982,LUCIANO CASTRO
160513,LUCIANO MOREIRA
73777,LUCIANO PIZZATTO
141484,LÚCIO VALE
94931,LUCIO VIEIRA LIMA
73483,LUIS CARLOS HEINZE
160510,LUIS TIBÉ
74133,LUIZ ALBERTO
160547,LUIZ ARGÔLO
74059,LUIZ BASSUMA
74810,LUIZ BITTENCOURT
160645,LUIZ CARLOS
141485,LUIZ CARLOS BUSATO
73778,LUIZ CARLOS HAULY
141486,LUIZ CARLOS SETIM
74142,LUIZ CARREIRA
74041,LUIZ COUTO
171618,LUIZ DE DEUS
141487,LUIZ FERNANDO FARIA
160662,LUIZ FERNANDO MACHADO
,LUIZ MOREIRA
162332,LUIZ NISHIMORI
161962,LUIZ NOÉ
161906,LUIZ OTAVIO
141489,LUIZ PAULO VELLOZO LUCAS
160550,LUIZ PITIMAN
74688,LUIZ SÉRGIO
74784,LUIZA ERUNDINA
73936,LUPÉRCIO RAMOS
166402,MAGDA MOFATTO
74802,MAGELA
151965,MAIA FILHO
149327,MAJOR FÁBIO
160633,MANDETTA
141490,MANOEL JUNIOR
74456,MANOEL SALVIANO
171622,MANUEL ROSA NECA
141492,"MANUELA DÁVILA"
160565,MARA GABRILLI
74124,MARÇAL FILHO
160660,MARCELO AGUIAR
146613,MARCELO ALMEIDA
74460,MARCELO CASTRO
74143,MARCELO GUIMARÃES FILHO
141495,MARCELO ITAGIBA
76287,MARCELO MATOS
141494,MARCELO MELO
74278,MARCELO ORTIZ
141493,MARCELO SERAFIM
74300,MARCELO TEIXEIRA
74363,MARCIO BITTAR
141497,MÁRCIO FRANÇA
141496,MARCIO JUNQUEIRA
160542,MÁRCIO MACÊDO
150418,MÁRCIO MARINHO
115899,MARCIO PASSOS
74744,MARCIO REINALDO MOREIRA
133373,MARCO MAIA
160536,MARCO TEBALDI
160535,MARCON
74470,MARCONDES GADELHA
141499,MARCOS ANTONIO
74745,MARCOS LIMA
74634,MARCOS MEDRADO
141500,MARCOS MONTES
167722,MARCOS ROGÉRIO
159238,MARCUS PESTANA
171619,MARGARIDA SALOMÃO
74398,MARIA DO ROSÁRIO
64960,MARIA HELENA
74587,MARIA LÚCIA CARDOSO
176794,MARIA LUCIA PRANDI 
141505,MARINA MAGGESSI
164361,MARINA SANTANNA
74177,MARINHA RAUPP
74747,MÁRIO DE OLIVEIRA
168447,MÁRIO FEITOZA
74158,MÁRIO HERINGER
74635,MÁRIO NEGROMONTE
121759,MARLLOS SAMPAIO
75431,MAURÍCIO DZIEDRICKI
74050,MAURÍCIO QUINTELLA LESSA
74045,MAURÍCIO RANDS
141506,MAURÍCIO TRINDADE
73588,MAURO BENEVIDES
74749,MAURO LOPES
141507,MAURO MARIANI
141508,MAURO NAZIF
73904,MENDES RIBEIRO FILHO
74428,MENDONÇA FILHO
74056,MENDONÇA PRADO
73552,MICHEL TEMER
141509,MIGUEL CORRÊA
141469,MIGUEL MARTINI
74337,MILTON BARBOSA
74787,MILTON MONTI
154178,MILTON VIEIRA
160644,MIRIQUINHO BATISTA
74862,MIRO TEIXEIRA
160561,MISSIONÁRIO JOSÉ OLIMPIO
74238,MOACIR MICHELETTO
139311,MOISES AVELINO
141537,MOREIRA MENDES
74108,NARCIO RODRIGUES
133372,NATAN DONADON
74491,NAZARENO FONTELES
141510,NEILTON MULIM
73416,NELSON BORNIER
141511,NELSON GOETTEN
160567,NELSON MARCHEZAN JUNIOR
73553,NELSON MARQUEZELLI
73781,NELSON MEURER
160566,NELSON PADOVANI
74571,NELSON PELLEGRINO
73907,NELSON PROENÇA
73761,NELSON TRAD
146307,NERI GELLER
141512,NEUDO CAMPOS
74750,NEWTON CARDOSO
160657,NEWTON LIMA
74447,NICE LOBÃO
160564,NILDA GONDIM
73594,NILMAR RUIZ
74751,NILMÁRIO MIRANDA
166401,NILSON LEITÃO
74365,NILSON MOURAO
74352,NILSON PINTO
74359,NILTON CAPIXABA
74159,ODAIR CUNHA
74752,ODELMO LEÃO
73782,ODÍLIO BALBINOTTI
74005,OLAVO CALHEIROS
73464,OLIVEIRA FILHO
160563,ONOFRE SANTO AGOSTINI
74399,ONYX LORENZONI
141514,OSMAR JÚNIOR
73463,OSMAR SERRAGLIO
73692,OSMAR TERRA
73660,OSORIO ADRIANO
73909,OSVALDO BIOLCHI
74191,OSVALDO REIS
141515,OTAVIO LEITE
160540,OTONIEL LIMA
160650,OZIEL OLIVEIRA
160556,PADRE JOÃO
160670,PADRE TON
154417,PAES DE LIRA
74319,PAES LANDIM
160642,PASTOR EURICO
73921,PASTOR FRANKEMBERGEN
141491,PASTOR MANOEL FERREIRA
74032,PASTOR PEDRO RIBEIRO
74095,PAUDERNEY AVELINO
171617,PAULÃO
141516,PAULO ABI-ACKEL
73882,PAULO BAUER
73883,PAULO BORNHAUSEN
160668,PAULO CESAR QUARTIERO
74754,PAULO DELGADO
74017,PAULO FEIJÓ
109372,PAULO FERREIRA
160517,PAULO FOLETTO
160558,PAULO FREIRE
141517,PAULO HENRIQUE LUSTOSA
73555,PAULO LIMA
74574,PAULO MAGALHÃES
132056,PAULO MALUF
128760,PAULO MARINHO JUNIOR
141518,PAULO PEREIRA DA SILVA
141519,PAULO PIAU
74400,PAULO PIMENTA
73612,PAULO RATTES
141520,PAULO RENATO SOUZA
141521,PAULO ROBERTO PEREIRA
74082,PAULO ROCHA
74047,PAULO RUBEM SANTIAGO
160658,PAULO TADEU
141488,PAULO TEIXEIRA
160593,PAULO WAGNER
,PDT
74812,PEDRO CHAVES
74556,PEDRO EUGÊNIO
74449,PEDRO FERNANDES
174314,PEDRO GUERRA
74111,PEDRO HENRY
74207,PEDRO NOVAIS
122158,PEDRO PAULO
160604,PEDRO UCZAI
74102,PEDRO VALADARES
73673,PEDRO WILSON
80920,PENNA
141445,PEPE VARGAS
73943,PERPÉTUA ALMEIDA
141465,PINTO ITAMARATY
172711,PLÍNIO VALÉRIO
162174,POLICARPO
73486,POMPEO DE MATTOS
160601,PR. MARCO FELICIANO
,PROFESSOR LUIZINHO
141538,PROFESSOR RUY PAULETTI
170673,PROFESSOR SÉRGIO DE OLIVEIRA
141543,PROFESSOR SETIMO
148134,PROFESSOR VICTÓRIO GALLI
160639,PROFESSORA DORINHA SEABRA REZENDE
160641,PROFESSORA MARCIVANIA
74370,PROFESSORA RAQUEL TEIXEIRA
,PROS
159259,R. SÁ FILHO
74590,RAFAEL GUERRA
160516,RAIMUNDÃO
74216,RAIMUNDO GOMES DE MATOS
141403,RATINHO JUNIOR
141523,RAUL HENRY
74048,RAUL JUNGMANN
160656,RAUL LIMA
141525,REBECCA GARCIA
74161,REGINALDO LOPES
73556,RÉGIS DE OLIVEIRA
89282,REGUFFE
160615,REINALDO AZAMBUJA
141526,REINALDO NOGUEIRA
73786,REINHOLD STEPHANES
160623,RENAN FILHO
141528,RENATO AMARY
171620,RENATO ANDRADE
74257,RENATO COZZOLINO
141527,RENATO MOLLING
175212,RENATO SIMÕES
160654,RENZO BRAZ
74027,RIBAMAR ALVES
169553,RICARDO ARCHER
172945,RICARDO ARRUDA
73788,RICARDO BARROS
74793,RICARDO BERZOINI
160655,RICARDO IZAR
150634,RICARDO QUIRINO
141472,RICARDO TRIPOLI
73490,RICARTE DE FREITAS
74777,RITA CAMATA
152610,ROBERTO ALVES
73674,ROBERTO BALESTRA
141529,ROBERTO BRITTO
160653,ROBERTO DE LUCENA
161903,ROBERTO DORNER
73805,ROBERTO FREIRE
74433,ROBERTO MAGALHÃES
74209,ROBERTO ROCHA
141473,ROBERTO SANTIAGO
160652,ROBERTO TEIXEIRA
73558,ROBSON TUMA
141530,RODOVALHO
152865,RODRIGO BETHLEM
141531,RODRIGO DE CASTRO
88950,RODRIGO GARCIA
74693,RODRIGO MAIA
141532,RODRIGO ROCHA LOURES
141533,RODRIGO ROLLEMBERG
160568,ROGÉRIO CARVALHO
141534,ROGERIO LISBOA
141535,ROGÉRIO MARINHO
160651,ROGÉRIO PENINHA MENDONÇA
73651,ROGÉRIO SILVA
167707,ROMANNA REMOR
160597,ROMÁRIO
160629,ROMERO RODRIGUES
141536,RÔMULO GOUVEIA
160515,RONALDO BENEDET
74813,RONALDO CAIADO
160637,RONALDO FONSECA
163321,RONALDO NOGUEIRA
160594,RONALDO ZULKE
160614,ROSANE FERREIRA
73507,ROSE DE FREITAS
146949,ROSINHA DA ADEFAL
179379,ROSY DE SOUSA
73466,RUBENS BUENO
74371,RUBENS OTONI
104254,RUI COSTA
76420,RUI PALMEIRA
160635,RUY CARNEIRO
74341,SÁ
141522,SABINO CASTELO BRANCO
160630,SÁGUAS MORAES
160520,SALLES
73559,SALVADOR ZIMBALDI
74372,SANDES JÚNIOR
74039,SANDRA ROSADO
160621,SANDRO ALEX
73676,SANDRO MABEL
74762,SARAIVA FELIPE
74210,SARNEY FILHO
,SDD
141539,SEBASTIÃO BALA ROCHA
74211,SEBASTIÃO MADEIRA
74533,SÉRGIO BARRADAS CARNEIRO
73808,SÉRGIO BRITO
74435,SERGIO GUERRA
141542,SÉRGIO MORAES
141541,SÉRGIO PETECÃO
160612,SERGIO ZVEITER
74641,SEVERIANO ALVES
167614,SEVERINO NINHO
160613,SIBÁ MACHADO
74765,SILAS BRASILEIRO
74356,SILAS CÂMARA
4930,SILVIO COSTA
73998,SILVIO LOPES
73560,SILVIO TORRES
73424,SIMÃO SESSIM
168175,SIMPLÍCIO ARAÚJO
141547,SOLANGE ALMEIDA
141546,SOLANGE AMARAL
92776,STEFANO AGUIAR
160627,STEPAN NERCESSIAN
177282,SUBTENENTE GONZAGA
141548,SUELI VIDIGAL
141549,SUELY
74806,TADEU FILIPPELLI
74385,TAKAYAMA
74289,TATICO
160679,TAUMATURGO LIMA
73561,TELMA DE SOUZA
169711,TELMA PINHEIRO
160608,TERESA SURITA
74286,THELMA DE OLIVEIRA
74461,THEMISTOCLES SAMPAIO
160617,THIAGO PEIXOTO
160976,TIRIRICA
141382,TONHA MAGALHÃES
160611,TONINHO PINHEIRO
73809,ULDURICO PINTO
141551,URZENI ROCHA
73564,VADÃO GOMES
141384,VALADARES FILHO
73565,VALDEMAR COSTA NETO
74010,VALDIR COLATTO
162490,VALDIVINO DE OLIVEIRA
160610,VALMIR ASSUNÇÃO
169868,VALRY MORAIS
141552,VALTENIR PEREIRA
74376,VANDER LOUBET
141553,VANDERLEI MACRIS
167617,VANDERLEI SIRAQUE
74357,VANESSA GRAZZIOTIN
160595,VAZ DE LIMA
141524,VELOSO
74087,VIC PIRES FRANCO
74308,VICENTE ARRUDA
160622,VICENTE CANDIDO
159258,VICENTE SELISTRE
74283,VICENTINHO
141554,VICENTINHO ALVES
159257,VIEGAS
141400,VIEIRA DA CUNHA
74391,VIGNATTI
163322,VILALBA
73677,VILMAR ROCHA
141870,VILSON COVATTI
141555,VINICIUS CARVALHO
160591,VINICIUS GURGEL
74593,VIRGILIO GUIMARAES
141556,VITAL DO REGO FILHO
92355,VITOR PAULO
141557,VITOR PENIDO
73456,WALDEMIR MOKA
160569,WALDENOR PEREIRA
141558,WALDIR MARANHÃO
141559,WALDIR NEVES
160631,WALNEY ROCHA
74284,WALTER FELDMAN
141560,WALTER IHOSHI
74218,WALTER PINHEIRO
160609,WALTER TOSTA
141561,WANDENKOLK GONÇALVES
74490,WASHINGTON LUIZ
160620,WASHINGTON REIS
160518,WELITON PRADO
73653,WELLINGTON FAGUNDES
74043,WELLINGTON ROBERTO
167493,WEVERTON ROCHA
160586,WILLIAM DIB
141563,WILLIAM WOO
74414,WILSON BRAGA
160636,WILSON FILHO
154996,WILSON PICLER
74044,WILSON SANTIAGO
73930,WLADIMIR COSTA
74439,WOLNEY QUEIROZ
168253,ZE CARLOS DA PESCA
73931,ZÉ GERALDO
74309,ZÉ GERARDO
160632,ZÉ SILVA
152607,ZÉ VIEIRA
160592,ZECA DIRCEU
74354,ZENALDO COUTINHO
73933,ZEQUINHA MARINHO
74145,ZEZÉU RIBEIRO
160625,ZOINHO
74392,ZONTA
